orf_id	ref dbname	EC	product	value

L2_162_11				
	CAZY_2014_09_04		glycosyl transferase family 2 [ (GT2)	6.0
	refseq-nr-2014-01-18		glycosyl hydrolase	2.0
	seed-2014-01-30		Glycosyl transferase Chlorophyll cluster	4.0

L2_162_12				
	refseq-nr-2014-01-18		WD40 repeat-containing protein	2.0
	seed-2014-01-30		FIG045915: WD-repeat protein	2.0

L2_162_13	COG_2013-12-27		COG1278 # K Transcription Function: Cold shock proteins Organism: Listeria innocua (Lin)	12.0
	refseq-nr-2014-01-18		cold shock protein, partial	4.0
	seed-2014-01-30		Cold shock protein CspA	3.0

L2_162_14				
	refseq-nr-2014-01-18		IstB ATP binding domain-containing protein	4.0
	seed-2014-01-30		Mobile element protein	2.0

L2_162_15				
	refseq-nr-2014-01-18		integrase	1.0
	seed-2014-01-30		Mobile element protein	2.0

L2_163_0				
	refseq-nr-2014-01-18		Cobalamin B12-binding:Radical SAM	3.0
	seed-2014-01-30	1.14.13.81	Mg-protoporphyrin IX monomethyl ester oxidative cyclase (anaerobic) (EC 1.14.13.81)	19.0

L2_163_1	COG_2013-12-27		COG0451 # MG Function: Nucleoside-diphosphate-sugar epimerases Organism: Escherichia coli O157:H7 EDL933 (EcZ)	12.0
	refseq-nr-2014-01-18		GDP-L-fucose synthase Fcl	3.0
	seed-2014-01-30	1.1.1.271	GDP-L-fucose synthetase (EC 1.1.1.271) Colanic acid biosynthesis protein wcaG	18.0
	metacyc-v4-2011-07-03	1.1.1.271	GDP-L-fucose synthase OS Escherichia coli (strain K12) GN fcl PE 1 SV 2 # UNIPROT P32055 1.1.1.271-RXN MetaCyc:FCL-MONOMER 1.1.1.271	29.0

L2_163_3	COG_2013-12-27		COG1089 # M Cell wall/membrane/envelope biogenesis Function: GDP-D-mannose dehydratase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0
	refseq-nr-2014-01-18		GDP-mannose 4,6-dehydratase	2.0
	seed-2014-01-30	4.2.1.47	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	14.0
	metacyc-v4-2011-07-03	4.2.1.47	GDP-mannose 4,6 dehydratase 1 OS Caenorhabditis elegans GN bre-1 PE SV 3 # UNIPROT Q18801 GDPMANDEHYDRA-RXN 4.2.1.47	27.0

L2_163_4	COG_2013-12-27		COG0514 # L Replication, recombination repair Function: Superfamily II DNA helicase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0
	refseq-nr-2014-01-18		ATP-dependent DNA helicase RecQ	4.0
	seed-2014-01-30		ATP-dependent DNA helicase RecQ	4.0

L2_163_5				
	refseq-nr-2014-01-18		XRE family transcriptional regulator	4.0
	seed-2014-01-30		transcriptional regulator, XRE family	4.0

L2_163_6				
	refseq-nr-2014-01-18		Genome sequencing data, contig C287 (fragment)	6.0
	seed-2014-01-30		FIG00498552: 	1.0

L2_163_10	COG_2013-12-27		NULL # R General function prediction only Function: Predicted nucleic acid-binding protein, contains PIN domain Organism: Nostoc sp. PCC 7120 (Nos)	21.0
	seed-2014-01-30		FIG00873398: 	1.0

L2_163_11				
	refseq-nr-2014-01-18		sugar ABC transporter substrate-binding protein	4.0
	seed-2014-01-30		Capsule polysaccharide export protein	3.0

L2_163_12				
	refseq-nr-2014-01-18		glycosyl transferase family protein	3.0
	seed-2014-01-30		Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	6.0

L2_163_13				
	refseq-nr-2014-01-18		lipopolysaccharide biosynthesis protein	2.0
	seed-2014-01-30	2.7.10.2	Tyrosine-protein kinase Wzc (EC 2.7.10.2)	15.0

L2_163_14				
	refseq-nr-2014-01-18		ABC transporter, ATP-binding protein	3.0
	seed-2014-01-30		Phospholipid-lipopolysaccharide ABC transporter	3.0

L2_163_15				
	refseq-nr-2014-01-18		N-acylneuraminate-9-phosphate synthase	2.0
	seed-2014-01-30	2.5.1.56	N-acetylneuraminate synthase (EC 2.5.1.56)	14.0

L2_163_17				
	refseq-nr-2014-01-18		short-chain dehydrogenase/reductase SDR	3.0
	seed-2014-01-30	1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	14.0

L2_163_18				
	refseq-nr-2014-01-18		putative Aldehyde Dehydrogenase	3.0
	seed-2014-01-30	1.2.1.22	Aldehyde dehydrogenase B (EC 1.2.1.22)	15.0

L2_163_19	COG_2013-12-27		COG1208 # MJ Function: Nucleoside-diphosphate-sugar pyrophosphorylase involved lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon) Organism: Nostoc sp. PCC 7120 (Nos)	21.0
	refseq-nr-2014-01-18		glucose-1-phosphate cytidylyltransferase	2.0
	seed-2014-01-30	2.7.7.33	Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	14.0
	metacyc-v4-2011-07-03	2.7.7.33	Probable glucose-1-phosphate cytidylyltransferase OS Bacillus subtilis GN yfnH PE 3 SV 1 # UNIPROT O06486 2.7.7.33-RXN BSUB:BSU07270-MONOMER 2.7.7.33	28.0

L2_163_20	COG_2013-12-27		COG0451 # MG Function: Nucleoside-diphosphate-sugar epimerases Organism: Salmonella typhimurium LT2 (Sty)	11.0
	refseq-nr-2014-01-18		CDP-glucose 4,6-dehydratase RfbG	3.0
	seed-2014-01-30	4.2.1.45	Similar to CDP-glucose 4,6-dehydratase (EC 4.2.1.45)	16.0
	metacyc-v4-2011-07-03	4.2.1.45	CDP-glucose 4,6-dehydratase OS Salmonella typhimurium GN rfbG PE 1 SV # UNIPROT P26397 CDP-GLUCOSE-46-DEHYDRATASE-RXN STYP99287:STM2091-MONOMER 4.2.1.45	26.0

L2_163_21	COG_2013-12-27		COG1898 # M Cell wall/membrane/envelope biogenesis Function: dTDP-4-dehydrorhamnose 3,5-epimerase related enzymes Organism: Sinorhizobium meliloti (Sme)	15.0
	refseq-nr-2014-01-18		dTDP-4-dehydrorhamnose 3,5-epimerase-like enzyme, partial	4.0
	seed-2014-01-30	5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	14.0

L2_163_22	COG_2013-12-27		COG0500 # QR Function: SAM-dependent methyltransferases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	13.0
	refseq-nr-2014-01-18		SAM-dependent methyltransferase	2.0
	seed-2014-01-30		methyltransferase, putative	2.0

L2_163_23				
	refseq-nr-2014-01-18		NAD-dependent epimerase/dehydratase	2.0
	seed-2014-01-30	5.1.3.2	UDP-glucose 4-epimerase (EC 5.1.3.2)	14.0

L2_163_24	COG_2013-12-27		COG3510 # V Defense mechanisms Function: Cephalosporin hydroxylase Organism: Sinorhizobium meliloti (Sme)	12.0
	refseq-nr-2014-01-18		cephalosporin hydroxylase	2.0
	seed-2014-01-30		Cephalosporin hydroxylase	2.0

L2_163_26				
	refseq-nr-2014-01-18		CMP-N-acetylneuraminic acid synthetase	3.0
	seed-2014-01-30	2.7.7.43	N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)	14.0

L2_163_27				
	refseq-nr-2014-01-18		transketolase	1.0
	seed-2014-01-30	2.2.1.1	Transketolase (EC 2.2.1.1)	13.0

L2_163_29	COG_2013-12-27		COG0451 # MG Function: Nucleoside-diphosphate-sugar epimerases Organism: Mesorhizobium loti (Mlo)	10.0
	refseq-nr-2014-01-18		NAD dependent epimerase/dehydratase, family	4.0
	seed-2014-01-30	5.1.3.2	UDP-glucose 4-epimerase (EC 5.1.3.2)	14.0

L2_163_30	COG_2013-12-27		COG0399 # M Cell wall/membrane/envelope biogenesis Function: Predicted pyridoxal phosphate-dependent enzyme apparently involved regulation cell wall Organism: Campylobacter jejuni (Cje)	20.0
	refseq-nr-2014-01-18		aminotransferase DegT	2.0
	seed-2014-01-30		Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier)	7.0

L2_163_31				
	refseq-nr-2014-01-18		sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family	7.0
	seed-2014-01-30		4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) acetyltrasferase	3.0

L2_163_32	COG_2013-12-27		COG2089 # M Cell wall/membrane/envelope biogenesis Function: Sialic acid synthase Organism: Campylobacter jejuni (Cje)	14.0
	refseq-nr-2014-01-18		N-acetylneuraminate synthase	2.0
	seed-2014-01-30	2.5.1.56	Legionaminic acid synthase (EC 2.5.1.56)	15.0

L2_163_33				
	refseq-nr-2014-01-18		PIN domain protein	2.0

L2_163_34				
	seed-2014-01-30		FIG01162696: 	1.0

L2_163_35	COG_2013-12-27		COG0381 # M Cell wall/membrane/envelope biogenesis Function: UDP-N-acetylglucosamine 2-epimerase Organism: Campylobacter jejuni (Cje)	13.0
	refseq-nr-2014-01-18		UDP-N-acetylglucosamine 2-epimerase, partial	3.0
	seed-2014-01-30		UDP-Bac2Ac4Ac hydrolyzing 2-epimerase NeuC homolog	5.0

L2_163_36				
	refseq-nr-2014-01-18		nucleotidyl transferase	2.0
	seed-2014-01-30		D-glycero-D-manno-heptose 1-phosphate guanosyltransferase	3.0

L2_163_37				
	refseq-nr-2014-01-18		N-acetyl sugar amidotransferase	3.0
	seed-2014-01-30		Legionaminic acid biosynthesis protein PtmG	4.0

L2_163_38	COG_2013-12-27		COG0107 # E Amino acid transport metabolism Function: Imidazoleglycerol-phosphate synthase Organism: Mycobacterium tuberculosis CDC1551 (MtC)	15.0
	refseq-nr-2014-01-18		putative imidazoleglycerol phosphate synthase, cyclase subunit	6.0
	seed-2014-01-30		Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	8.0

L2_163_39				
	refseq-nr-2014-01-18		imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	7.0
	seed-2014-01-30		Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	8.0

L2_163_40				
	refseq-nr-2014-01-18		putative N-acylneuraminate cytidylyltransferase	3.0
	seed-2014-01-30	2.7.7.43	N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)	14.0

L2_163_43				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0

L2_163_45				
	CAZY_2014_09_04		glycosyl transferase family 11 [ (GT11)	6.0
	refseq-nr-2014-01-18		glycosyl transferase family protein	3.0
	seed-2014-01-30		alpha-1,2-fucosyltransferase( EC:2.4.1.- )	3.0

L2_163_47	COG_2013-12-27		COG0399 # M Cell wall/membrane/envelope biogenesis Function: Predicted pyridoxal phosphate-dependent enzyme apparently involved regulation cell wall Organism: Bacillus subtilis (Bsu)	20.0
	refseq-nr-2014-01-18		putative PLP-dependent enzyme possibly involved cell wall biogenesis	8.0
	seed-2014-01-30		Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier)	7.0

L2_163_48				
	CAZY_2014_09_04		glycosyltransferase [ (GT4)	3.0
	refseq-nr-2014-01-18		glycosyltransferase	1.0
	seed-2014-01-30		glycosyl transferase, group 1	4.0

L2_163_49				
	refseq-nr-2014-01-18		transposase (24)	2.0
	seed-2014-01-30		Mobile element protein	2.0

L2_163_51	COG_2013-12-27		COG1091 # M Cell wall/membrane/envelope biogenesis Function: dTDP-4-dehydrorhamnose reductase Organism: Rickettsia prowazekii (Rpr)	13.0
	refseq-nr-2014-01-18		RmlD substrate binding domain protein	4.0
	seed-2014-01-30	1.1.1.133	Probable dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	15.0

L2_163_52	COG_2013-12-27		COG1086 # MG Function: Predicted nucleoside-diphosphate sugar epimerases Organism: Streptococcus pneumoniae TIGR4 (Spn)	13.0
	refseq-nr-2014-01-18		Capsular polysaccharide biosynthesis protein CapD	4.0
	seed-2014-01-30		Capsular polysaccharide synthesis enzyme Cap8E	5.0
	metacyc-v4-2011-07-03	5.1.3.2	UDP-glucose 4-epimerase OS Rickettsia bellii (strain RML369-C) GN capD PE 3 SV 1 # UNIPROT Q1RIM4 UDPGLUCEPIM-RXN 5.1.3.2	28.0

L2_163_53	COG_2013-12-27		COG0381 # M Cell wall/membrane/envelope biogenesis Function: UDP-N-acetylglucosamine 2-epimerase Organism: Streptococcus pneumoniae TIGR4 (Spn)	14.0
	refseq-nr-2014-01-18		UDP-N-acetylglucosamine 2-epimerase	2.0
	seed-2014-01-30	5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	14.0

L2_163_54				
	CAZY_2014_09_04		colanic acid biosynthesis glycosyl transferase [ (GT4)	7.0
	refseq-nr-2014-01-18		colanic acid biosynthesis glycosyl transferase	5.0
	seed-2014-01-30		colanic acid biosynthesis glycosyl-transferase	4.0

L2_163_56				
	refseq-nr-2014-01-18		membrane-located cell surface saccharide acetylase	5.0
	seed-2014-01-30		O-antigen acetylase	2.0

L2_163_58				
	refseq-nr-2014-01-18		acyltransferase 3	2.0
	seed-2014-01-30		Acyltransferase 3	2.0

L2_160_0				
	refseq-nr-2014-01-18		transposase IS4 family protein	3.0
	seed-2014-01-30		Mobile element protein	2.0

L2_160_2				
	seed-2014-01-30		FIG00497069: 	1.0

L2_160_3				
	refseq-nr-2014-01-18		ISBmu8 transposase	2.0
	seed-2014-01-30		COG3335: Transposase inactivated derivatives	4.0

L2_161_0				
	refseq-nr-2014-01-18		rhodanese domain-containing protein	2.0
	seed-2014-01-30		rhodanese-like domain protein	2.0

L2_161_1				
	refseq-nr-2014-01-18		DoxX family protein	2.0
	seed-2014-01-30		methylamine utilization protein MauE, putative	4.0

L2_161_2				
	refseq-nr-2014-01-18		XRE family transcriptional regulator	4.0
	seed-2014-01-30		Helix-turn-helix motif	2.0

L2_161_7	COG_2013-12-27		COG1487 # R General function prediction only Function: Predicted nucleic acid-binding protein, contains PIN domain Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	22.0
	refseq-nr-2014-01-18		putative nucleic acid-binding protein	3.0
	seed-2014-01-30		Glyoxalase family protein	2.0

L2_161_8	COG_2013-12-27		COG2002 # K Transcription Function: Regulators stationary/sporulation gene expression Organism: Sinorhizobium meliloti (Sme)	13.0
	refseq-nr-2014-01-18		AbrB family transcriptional regulator	4.0
	seed-2014-01-30		transcriptional regulator, AbrB family	4.0

L2_161_9	COG_2013-12-27		COG4628 # S Function unknown Function: Uncharacterized conserved protein Organism: Vibrio cholerae (Vch)	11.0
	seed-2014-01-30		FIG01202333: 	1.0

L2_161_10				
	refseq-nr-2014-01-18		type 11 methyltransferase	3.0
	seed-2014-01-30		methlytransferase, putative	2.0

L2_161_11	COG_2013-12-27		COG3011 # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Bacillus subtilis (Bsu)	12.0
	refseq-nr-2014-01-18		thiol-disulfide oxidoreductase DCC	3.0
	seed-2014-01-30		Protein unknown function DUF393	4.0

L2_161_12	COG_2013-12-27		COG1373 # R General function prediction only Function: Predicted ATPase (AAA+ superfamily) Organism: Mesorhizobium loti (Mlo)	16.0
	refseq-nr-2014-01-18		ATPase AAA	2.0
	seed-2014-01-30		Mlr9349 protein	1.0

L2_161_14				
	refseq-nr-2014-01-18		addiction module protein	2.0

L2_161_16				
	refseq-nr-2014-01-18		NERD domain-containing protein	2.0

L2_161_17	COG_2013-12-27		COG3077 # L Replication, recombination repair Function: DNA-damage-inducible protein J Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0
	refseq-nr-2014-01-18		XRE family transcriptional regulator	4.0
	seed-2014-01-30		DNA-damage-inducible protein J	2.0

L2_161_18	COG_2013-12-27		COG3041 # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Xylella fastidiosa 9a5c (Xfa)	13.0
	refseq-nr-2014-01-18		RelE/StbE family addiction module toxin	5.0
	seed-2014-01-30		YafQ toxin protein	2.0

L2_161_19				
	refseq-nr-2014-01-18		DNA helicase	2.0
	seed-2014-01-30		DNA helicase	2.0

L2_161_22				
	refseq-nr-2014-01-18		antitoxin	1.0

L2_166_0	COG_2013-12-27		COG0027 # F Nucleotide transport metabolism Function: Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase) Organism: Nostoc sp. PCC 7120 (Nos)	18.0
	refseq-nr-2014-01-18		phosphoribosylglycinamide formyltransferase 2	3.0
	seed-2014-01-30		Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)	5.0
	metacyc-v4-2011-07-03	2.7.2.1	Phosphoribosylglycinamide formyltransferase 2 OS Escherichia coli (strain K12) GN purT PE 1 SV 3 # UNIPROT P33221 GARTRANSFORMYL2-RXN MetaCyc:GARTRANSFORMYL2-MONOMER 2.7.2.1 NIL	31.0

L2_166_2	COG_2013-12-27		COG2824 # P Inorganic ion transport metabolism Function: Uncharacterized Zn-ribbon-containing protein involved phosphonate Organism: Escherichia coli O157:H7 EDL933 (EcZ)	18.0
	refseq-nr-2014-01-18		alkylphosphonate utilization operon protein PhnA, partial	5.0
	seed-2014-01-30		Alkylphosphonate utilization operon protein PhnA	4.0
	metacyc-v4-2011-07-03	3.11.1.2	Protein phnA homolog OS Curvibacter putative symbiont Hydra magnipapillata GN PE 4 SV 1 # UNIPROT C9Y8F1 3.11.1.2-RXN 3.11.1.2	29.0

L2_167_1				
	refseq-nr-2014-01-18		txe/YoeB family addiction module toxin	5.0
	seed-2014-01-30		addiction module toxin, Txe/YoeB family	5.0

L2_167_2				
	refseq-nr-2014-01-18		DNA polymerase III subunit alpha	5.0
	seed-2014-01-30	2.7.7.7	DNA polymerase III alpha subunit (EC 2.7.7.7)	17.0

L2_167_3	COG_2013-12-27		COG0454 # KR Function: Histone acetyltransferase HPA2 related acetyltransferases Organism: Salmonella typhimurium LT2 (Sty)	14.0
	refseq-nr-2014-01-18		acetyltransferase	1.0
	seed-2014-01-30		FIG001353: Acetyltransferase	2.0

L2_167_4				
	refseq-nr-2014-01-18		ABC transporter	2.0
	seed-2014-01-30		FIG032766: 	1.0

L2_164_0				
	refseq-nr-2014-01-18		RND transporter	2.0
	seed-2014-01-30		Probable RND efflux membrane fusion protein	5.0

L2_164_1				
	refseq-nr-2014-01-18		HI0933-like protein:FAD dependent oxidoreductase	4.0
	seed-2014-01-30		NAD(FAD)-utilizing dehydrogenases	2.0

L2_164_2				
	seed-2014-01-30		FIG00497495: 	1.0

L2_164_4				
	seed-2014-01-30		Putative uncharacterized protein ydbH	3.0

L2_164_5				
	seed-2014-01-30		Putative uncharacterized protein ydbL, may be related to amine metabolism	9.0

L2_164_6				
	refseq-nr-2014-01-18		membrane protein	1.0
	seed-2014-01-30		Uncharacterized protein ynbE probable lipoprotein STY1424	5.0

L2_164_8				
	seed-2014-01-30		FIG00497720: 	1.0

L2_164_9				
	refseq-nr-2014-01-18		nitroreductase family protein	2.0
	seed-2014-01-30		Nitroreductase	1.0

L2_164_10				
	seed-2014-01-30		FIG00496898: 	1.0

L2_164_11				
	refseq-nr-2014-01-18		UDP-N-acetylmuramate dehydrogenase	2.0
	seed-2014-01-30	1.1.1.158	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	14.0

L2_164_12				
	refseq-nr-2014-01-18		anaerobic sulfite reductase subunit ArsB	5.0
	seed-2014-01-30		Heterodisulfide reductase, cytochrome reductase subunit	5.0

L2_164_13				
	refseq-nr-2014-01-18		4Fe-4S ferredoxin	2.0
	seed-2014-01-30		heterodisulfide reductase, iron-sulfur binding subunit, putative	6.0

L2_164_14				
	refseq-nr-2014-01-18		4Fe-4S ferredoxin	2.0
	seed-2014-01-30		Coenzyme F420-reducing hydrogenase, beta subunit	5.0

L2_164_15	COG_2013-12-27		COG1908 # C Energy production conversion Function: Coenzyme F420-reducing hydrogenase, delta subunit Organism: Methanosarcina acetivorans str.C2A (Mac)	17.0
	refseq-nr-2014-01-18		coenzyme F420-reducing hydrogenase, delta subunit	5.0
	seed-2014-01-30	1.8.98.1	CoB--CoM heterodisulfide reductase subunit D (EC 1.8.98.1)	17.0
	metacyc-v4-2011-07-03	1.8.98.1	CoB--CoM heterodisulfide reductase 1 iron-sulfur subunit A OS Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 Goe1 Go1 JCM 11833 OCM 88) GN hdrA PE 3 SV # UNIPROT Q8Q0T0 1.8.98.1-RXN MMAZ192952:MM0056-MONOMER 1.8.98.1	43.0

L2_164_16	COG_2013-12-27		COG1148 # C Energy production conversion Function: Heterodisulfide reductase, subunit A related polyferredoxins Organism: Methanopyrus kandleri AV19 (Mka)	18.0
	refseq-nr-2014-01-18		polyferredoxin, heterodixulfide reductase subunit A	5.0
	seed-2014-01-30	1.8.98.1	CoB--CoM heterodisulfide reductase subunit A (EC 1.8.98.1)	17.0
	metacyc-v4-2011-07-03	1.8.98.1	CoB--CoM heterodisulfide reductase iron-sulfur subunit A 1 OS Methanopyrus kandleri (strain AV19 / DSM 6324 JCM 9639 NBRC 100938) GN hdrA1 PE 3 SV # UNIPROT Q8TYP4 1.8.98.1-RXN 1.8.98.1	39.0

L2_164_17				
	refseq-nr-2014-01-18		disulfide reductase	2.0
	seed-2014-01-30	1.8.98.1	CoB--CoM heterodisulfide reductase subunit C (EC 1.8.98.1)	17.0

L2_164_18	COG_2013-12-27		COG0436 # E Amino acid transport metabolism Function: Aspartate/tyrosine/aromatic aminotransferase Organism: Salmonella typhimurium LT2 (Sty)	15.0
	refseq-nr-2014-01-18		aspartate aminotransferase	2.0
	seed-2014-01-30	2.6.1.1	Aspartate aminotransferase (EC 2.6.1.1)	14.0

L2_164_19				
	refseq-nr-2014-01-18		carbohydrate kinase	2.0
	seed-2014-01-30		NAD(P)HX epimerase / dehydratase	4.0

L2_164_20	COG_2013-12-27		COG0046 # F Nucleotide transport metabolism Function: Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain Organism: Nostoc sp. PCC 7120 (Nos)	18.0
	refseq-nr-2014-01-18		phosphoribosylformylglycinamidine synthase ii	3.0
	seed-2014-01-30	6.3.5.3	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	16.0
	metacyc-v4-2011-07-03	6.3.5.3	Phosphoribosylformylglycinamidine synthase 2 OS Leptospira biflexa serovar Patoc (strain 1 / Ames) GN purL PE 3 SV # UNIPROT B0SB88 FGAMSYN-RXN 6.3.5.3	32.0

L2_164_21				
	refseq-nr-2014-01-18		Protein export cytoplasm protein SecA ATPase RNA helicase	7.0
	seed-2014-01-30		Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	9.0

L2_164_22				
	refseq-nr-2014-01-18		NADH dehydrogenase 32K subunit-like protein	4.0
	seed-2014-01-30	1.3.1.75	Divinyl protochlorophyllide 8-vinyl-reductase (EC 1.3.1.75)	15.0

L2_164_23				
	refseq-nr-2014-01-18		8-oxoguanine DNA glycosylase	3.0
	seed-2014-01-30		HhH-GPD	1.0

L2_164_24				
	refseq-nr-2014-01-18		epimerase	1.0
	seed-2014-01-30		Protein At2g37660, chloroplast precursor	4.0

L2_164_26				
	seed-2014-01-30		FIG00496651: 	1.0

L2_164_27	COG_2013-12-27		COG0320 # H Coenzyme transport metabolism Function: Lipoate synthase Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	refseq-nr-2014-01-18		lipoyl synthase (lipoic acid synthetase)	5.0
	seed-2014-01-30		Lipoate synthase	2.0
	metacyc-v4-2011-07-03	2.8.1.8	Lipoyl synthase OS Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129) GN lipA PE 3 SV 1 # UNIPROT Q1AT13 RXN0-949 2.8.1.8	32.0

L2_165_0				
	refseq-nr-2014-01-18		Polymorphic membrane protein, Chlamydia:Haemagluttinin:Filamentous haemagglutinin-like	5.0

L2_165_1				
	refseq-nr-2014-01-18		SapC	1.0
	seed-2014-01-30		Peptide transport system permease protein sapC (TC 3.A.1.5.5)	7.0

L2_165_2				
	refseq-nr-2014-01-18		putative heme-hemopexin utilization protein B	4.0
	seed-2014-01-30		Hemolysin activation/secretion protein	2.0

L2_97_2				
	seed-2014-01-30		FIG00497623: 	1.0

L2_96_0	COG_2013-12-27		COG3464 # L Replication, recombination repair Function: Transposase inactivated derivatives Organism: Methanosarcina acetivorans str.C2A (Mac)	15.0
	refseq-nr-2014-01-18		transposase inactivated derivative	3.0
	seed-2014-01-30		Mobile element protein	2.0

L2_95_1				
	refseq-nr-2014-01-18		Pentapeptide repeat	2.0
	seed-2014-01-30		Pentapeptide repeat precursor	3.0

L2_95_2				
	seed-2014-01-30		FIG00496842: 	1.0

L2_95_3				
	seed-2014-01-30		PMID: 12093901	2.0

L2_94_3				
	refseq-nr-2014-01-18		DNA-binding protein	1.0

L2_94_5	COG_2013-12-27		COG0015 # F Nucleotide transport metabolism Function: Adenylosuccinate lyase Organism: Staphylococcus aureus N315 (Sau)	14.0
	refseq-nr-2014-01-18		adenylosuccinate lyase	2.0
	seed-2014-01-30	4.3.2.2	Adenylosuccinate lyase (EC 4.3.2.2)	14.0
	metacyc-v4-2011-07-03	4.3.2.2	Adenylosuccinate lyase OS Helicobacter pylori J99 GN purB PE 3 SV 1 # UNIPROT Q9ZKA2 AMPSYN-RXN HPYL85963:JHP1039-MONOMER 4.3.2.2	28.0

L2_94_6				
	refseq-nr-2014-01-18		tRNA nucleotidyltransferase	2.0
	seed-2014-01-30	2.7.7.21	tRNA nucleotidyltransferase (EC 2.7.7.21) 2.7.7.25)	15.0

L2_94_7				
	refseq-nr-2014-01-18		oxidoreductase	1.0
	seed-2014-01-30		Oxidoreductase, N-terminal:Oxidoreductase, C-terminal	3.0

L2_94_8				
	refseq-nr-2014-01-18		MFS transporter	2.0
	seed-2014-01-30		drug resistance protein, putative	4.0

L2_94_9				
	refseq-nr-2014-01-18		ABC transporter substrate-binding protein	3.0
	seed-2014-01-30		Vitamin B12 ABC transporter, B12-binding component BtuF	7.0

L2_94_10				
	refseq-nr-2014-01-18		PAS sensor protein	2.0
	seed-2014-01-30		cAMP-binding proteins - catabolite gene activator regulatory subunit cAMP-dependent protein kinases	10.0

L2_93_0				
	refseq-nr-2014-01-18		ATP-dependent protease La	3.0
	seed-2014-01-30		putative ATP-dependent protease	3.0

L2_93_1				
	refseq-nr-2014-01-18		alkaline phosphatase	2.0
	seed-2014-01-30		putative cytoplasmic protein	2.0

L2_93_2				
	refseq-nr-2014-01-18		cell filamentation protein Fic	3.0
	seed-2014-01-30		filamentation induced cAMP protein Fic	4.0

L2_93_4				
	refseq-nr-2014-01-18		ATPase AAA	2.0
	seed-2014-01-30		ATP-dependent DNA helicase RecG-related protein	4.0

L2_93_5				
	refseq-nr-2014-01-18		, partial	2.0
	seed-2014-01-30		FIG00607287: 	1.0

L2_93_6				
	seed-2014-01-30		putative cytoplasmic protein	2.0

L2_93_7				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		putative inner membrane protein	3.0

L2_93_9				
	refseq-nr-2014-01-18		addiction module toxin YoeB	4.0
	seed-2014-01-30		addiction module toxin, Txe/YoeB family	5.0

L2_93_16				
	refseq-nr-2014-01-18		XRE family transcriptional regulator	4.0
	seed-2014-01-30	3.4.21.88	SOS-response repressor protease LexA (EC 3.4.21.88)	16.0

L2_93_17				
	refseq-nr-2014-01-18		XRE family transcriptional regulator	4.0
	seed-2014-01-30		CBS	1.0

L2_93_18	COG_2013-12-27		COG0698 # G Carbohydrate transport metabolism Function: Ribose 5-phosphate isomerase RpiB Organism: Fusobacterium nucleatum (Fnu)	15.0
