KO	Function Category Level 4	Gene Count
K01850	E5.4.99.5; chorismate mutase [EC:5.4.99.5]	0
K14170	pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	0
K13853	aroG, aroA; 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]	0
K01695	trpA; tryptophan synthase alpha chain [EC:4.2.1.20]	0
K01694	TRP; tryptophan synthase [EC:4.2.1.20]	0
K01696	E4.2.1.20B, trpB; tryptophan synthase beta chain [EC:4.2.1.20]	0
K03334	IL4I1; L-amino-acid oxidase [EC:1.4.3.2]	0
K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	0
K01736	E4.2.3.5, aroC; chorismate synthase [EC:4.2.3.5]	0
K01658	trpG; anthranilate synthase component II [EC:4.1.3.27]	0
K01735	aroB; 3-dehydroquinate synthase [EC:4.2.3.4]	0
K13832	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]	0
K13830	ARO1; pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]	0
K14455	GOT2; aspartate aminotransferase, mitchondrial [EC:2.6.1.1]	0
K00210	E1.3.1.12; prephenate dehydrogenase [EC:1.3.1.12]	0
K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]	0
K01656	TRP3; anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48]	0
K06001	E4.2.1.20BB, trpB; tryptophan synthase beta chain [EC:4.2.1.20]	0
K13498	trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	0
K05821	ARO9; aromatic amino acid aminotransferase II [EC:2.6.1.58 2.6.1.28]	0
K03856	AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	0
K09483	quiC; 3-dehydroshikimate dehydratase [EC:4.2.1.-]	0
K11646	K11646; dehydroquinate synthase II [EC:1.4.1.-]	0
K11645	K11645; 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid synthase [EC:4.1.2.-]	0
K01713	E4.2.1.51; prephenate dehydratase [EC:4.2.1.51]	0
K04092	tyrA1; chorismate mutase [EC:5.4.99.5]	0
K04093	pheA1; chorismate mutase [EC:5.4.99.5]	0
K13503	trpEG; anthranilate synthase [EC:4.1.3.27]	0
K13501	TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27 4.1.1.48 5.3.1.24]	0
K01915	E6.3.1.2, glnA; glutamine synthetase [EC:6.3.1.2]	0
K01438	E3.5.1.16, argE; acetylornithine deacetylase [EC:3.5.1.16]	0
K00262	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	0
K00261	E1.4.1.3; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	0
K00260	E1.4.1.2; glutamate dehydrogenase [EC:1.4.1.2]	0
K13043	K13043, argF; N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11]	0
K13427	NOA1; nitric-oxide synthase, plant [EC:1.14.13.39]	0
K00613	GATM; glycine amidinotransferase [EC:2.1.4.1]	0
K01270	E3.4.13.3, pepD; aminoacylhistidine dipeptidase [EC:3.4.13.3]	0
K01571	E4.1.1.3A, oadA; oxaloacetate decarboxylase, alpha subunit [EC:4.1.1.3]	0
K06447	astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]	0
K01573	E4.1.1.3G, oadG; oxaloacetate decarboxylase, gamma subunit [EC:4.1.1.3]	0
K01755	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	0
K01750	E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]	0
K08687	E3.5.1.59; N-carbamoylsarcosine amidase [EC:3.5.1.59]	0
K08688	E3.5.3.3; creatinase [EC:3.5.3.3]	0
K11358	yhdR; aspartate aminotransferase [EC:2.6.1.1]	0
K00611	OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]	0
K01611	E4.1.1.50, speD; S-adenosylmethionine decarboxylase [EC:4.1.1.50]	0
K05597	E3.5.1.38; glutamin-(asparagin-)ase [EC:3.5.1.38]	0
K01457	E3.5.1.54; allophanate hydrolase [EC:3.5.1.54]	0
K00618	E2.3.1.1; amino-acid N-acetyltransferase [EC:2.3.1.1]	0
K00619	argA; amino-acid N-acetyltransferase [EC:2.3.1.1]	0
K01948	CPS1; carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]	0
K00296	E1.5.1.19; D-nopaline dehydrogenase [EC:1.5.1.19]	0
K00294	E1.5.1.12; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.1.12]	0
K00145	argC; N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase [EC:1.2.1.38 1.2.1.-]	0
K14541	DUR1; urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]	0
K11182	ABP1, AOC1; diamine oxidase [EC:1.4.3.22]	0
K12255	gbuA; guanidinobutyrase [EC:3.5.3.7]	0
K12254	kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-]	0
K12256	spuC; putrescine aminotransferase [EC:2.6.1.-]	0
K12251	aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]	0
K12253	aruI; 5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75]	0
K12252	aruH; arginine:pyruvate transaminase [EC:2.6.1.84]	0
K01585	E4.1.1.19S, speA; arginine decarboxylase [EC:4.1.1.19]	0
K01584	E4.1.1.19A, adi; arginine decarboxylase [EC:4.1.1.19]	0
K14329	ACT; agmatine coumaroyltransferase [EC:2.3.1.64 2.3.1.-]	0
K01429	ureB; urease subunit beta [EC:3.5.1.5]	0
K01581	E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]	0
K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / 4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.16]	0
K01583	E4.1.1.19; arginine decarboxylase [EC:4.1.1.19]	0
K01426	E3.5.1.4, amiE; amidase [EC:3.5.1.4]	0
K01427	URE; urease [EC:3.5.1.5]	0
K12657	ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]	0
K01425	E3.5.1.2, glsA; glutaminase [EC:3.5.1.2]	0
K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	0
K01428	ureC; urease subunit alpha [EC:3.5.1.5]	0
K00286	E1.5.1.2, proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	0
K13253	DNOS; nitric-oxide synthase, invertebrate [EC:1.14.13.39]	0
K14048	ureAB; urease subunit gamma/beta [EC:3.5.1.5]	0
K00840	astC; succinylornithine aminotransferase [EC:2.6.1.81]	0
K00797	E2.5.1.16, SRM, speE; spermidine synthase [EC:2.5.1.16]	0
K00926	arcC; carbamate kinase [EC:2.7.2.2]	0
K01485	E3.5.4.1, codA; cytosine deaminase [EC:3.5.4.1]	0
K14455	GOT2; aspartate aminotransferase, mitchondrial [EC:2.6.1.1]	0
K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]	0
K05830	lysJ; acetylornithine/acetyl-lysine aminotransferase [EC:2.6.1.11 2.6.1.-]	0
K11067	NAGS; N-acetylglutamate synthase [EC:2.3.1.1]	0
K09471	puuB, ordL; gamma-glutamylputrescine oxidase [EC:1.4.3.-]	0
K09470	puuA; gamma-glutamylputrescine synthase [EC:6.3.1.11]	0
K09473	puuD; gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94]	0
K09472	puuC, aldH; gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase [EC:1.2.1.-]	0
K00128	E1.2.1.3; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
K14681	argHA; argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]	0
K14682	argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]	0
K13241	NOS2; nitric-oxide synthase, inducible [EC:1.14.13.39]	0
K13240	NOS1; nitric-oxide synthase, brain [EC:1.14.13.39]	0
K13242	NOS3; nitric-oxide synthase, endothelial [EC:1.14.13.39]	0
K14755	CRNS1, ATPGD1; carnosine synthase [EC:6.3.2.11]	0
K11142	LAP3; cytosol aminopeptidase [EC:3.4.11.1 3.4.11.5]	0
K01430	ureA; urease subunit gamma [EC:3.5.1.5]	0
K00934	E2.7.3.3; arginine kinase [EC:2.7.3.3]	0
K00933	E2.7.3.2; creatine kinase [EC:2.7.3.2]	0
K00931	proB; glutamate 5-kinase [EC:2.7.2.11]	0
K00930	argB; acetylglutamate/acetylaminoadipate kinase [EC:2.7.2.8 2.7.2.-]	0
K00137	prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	0
K10793	prdA; D-proline reductase (dithiol) PrdA [EC:1.21.4.1]	0
K10796	prdE; D-proline reductase (dithiol) PrdE [EC:1.21.4.1]	0
K05526	astE; succinylglutamate desuccinylase [EC:3.5.1.96]	0
K10794	prdB; D-proline reductase (dithiol) PrdB [EC:1.21.4.1]	0
K10795	prdD; D-proline reductase (dithiol) PrdD [EC:1.21.4.1]	0
K00802	SMS; spermine synthase [EC:2.5.1.22]	0
K00542	GAMT; guanidinoacetate N-methyltransferase [EC:2.1.1.2]	0
K02626	pdaD; arginine decarboxylase [EC:4.1.1.19]	0
K01478	E3.5.3.6, arcA; arginine deiminase [EC:3.5.3.6]	0
K01259	pip; proline iminopeptidase [EC:3.4.11.5]	0
K11394	PRODH2; hydroxyproline oxidase [EC:1.5.-.-]	0
K00824	dat; D-alanine transaminase [EC:2.6.1.21]	0
K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	0
K13746	K13746; carboxynorspermidine dehydrogenase	0
K13747	nspC; carboxynorspermidine decarboxylase [EC:4.1.1.-]	0
K00491	nos; nitric-oxide synthase, bacterial [EC:1.14.13.39]	0
K12659	ARG56; N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8]	0
K00147	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	0
K12658	E5.1.1.8; 4-hydroxyproline epimerase [EC:5.1.1.8]	0
K00657	E2.3.1.57, speG; diamine N-acetyltransferase [EC:2.3.1.57]	0
K00149	ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	0
K01941	E6.3.4.6; urea carboxylase [EC:6.3.4.6]	0
K01940	E6.3.4.5, argG; argininosuccinate synthase [EC:6.3.4.5]	0
K03343	E1.4.3.10; putrescine oxidase [EC:1.4.3.10]	0
K01572	E4.1.1.3B, oadB; oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3]	0
K01484	astB; succinylarginine dihydrolase [EC:3.5.3.23]	0
K13821	putA; proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.99.8 1.5.1.12]	0
K01480	E3.5.3.11, speB; agmatinase [EC:3.5.3.11]	0
K00811	E2.6.1.1; aspartate aminotransferase [EC:2.6.1.1]	0
K00812	E2.6.1.1A, aspB; aspartate aminotransferase [EC:2.6.1.1]	0
K00813	E2.6.1.1B, aspC; aspartate aminotransferase [EC:2.6.1.1]	0
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	0
K00818	E2.6.1.11, argD; acetylornithine aminotransferase [EC:2.6.1.11]	0
K00819	E2.6.1.13, rocD; ornithine--oxo-acid transaminase [EC:2.6.1.13]	0
K00318	E1.5.99.8; proline dehydrogenase [EC:1.5.99.8]	0
K09251	E2.6.1.82; putrescine aminotransferase [EC:2.6.1.82]	0
K00316	spdH; spermidine dehydrogenase [EC:1.5.99.6]	0
K00642	E2.3.1.35; glutamate N-acetyltransferase [EC:2.3.1.35]	0
K10536	E3.5.3.12; agmatine deiminase [EC:3.5.3.12]	0
K14677	ACY1; aminoacylase [EC:3.5.1.14]	0
K09065	K09065, argF; N-acetylornithine carbamoyltransferase [EC:2.1.3.9]	0
K01474	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	0
K01476	E3.5.3.1, rocF, arg; arginase [EC:3.5.3.1]	0
K01470	E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]	0
K01473	hyuA; N-methylhydantoinase A [EC:3.5.2.14]	0
K01777	E5.1.1.4; proline racemase [EC:5.1.1.4]	0
K00274	E1.4.3.4; monoamine oxidase [EC:1.4.3.4]	0
K00273	E1.4.3.3, DAO; D-amino-acid oxidase [EC:1.4.3.3]	0
K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]	0
K00472	E1.14.11.2; prolyl 4-hydroxylase [EC:1.14.11.2]	0
K03365	E3.5.4.21; creatinine deaminase [EC:3.5.4.21]	0
K03895	iucC; aerobactin synthetase subunit beta [EC:6.3.2.27]	0
K03894	iucA; aerobactin synthetase subunit alpha [EC:6.3.2.27]	0
K03897	iucD; lysine N6-hydroxylase [EC:1.14.13.59]	0
K03896	iucB; acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102]	0
K13647	PLODN; procollagen-lysine,2-oxoglutarate 5-dioxygenase, invertebrate [EC:1.14.11.4]	0
K01582	E4.1.1.18, ldcC, cadA; lysine decarboxylase [EC:4.1.1.18]	0
K11703	GLT25D; collagen beta-1,O-galactosyltransferase [EC:2.4.1.50]	0
K13609	dpkA; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]	0
K11419	SUV39H, CLR4; histone-lysine N-methyltransferase SUV39H [EC:2.1.1.43]	0
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	0
K01423	E3.4.-.-;	0
K14268	E2.6.1.48; 5-aminovalerate aminotransferase [EC:2.6.1.48]	0
K14269	E1.2.1.20; glutarate semialdehyde dehydrogenase [EC:1.2.1.20]	0
K00626	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0
K13646	PLOD3; lysyl hydroxylase/galactosyltransferase/glucosyltransferase [EC:1.14.11.4 2.4.1.50 2.4.1.66]	0
K06101	ASH1L; histone-lysine N-methyltransferase ASH1L [EC:2.1.1.43]	0
K00473	PLOD1; procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]	0
K11423	SETD2, SET2; histone-lysine N-methyltransferase SETD2 [EC:2.1.1.43]	0
K11422	SETD1, SET1; histone-lysine N-methyltransferase SETD1 [EC:2.1.1.43]	0
K11421	SETDB; histone-lysine N-methyltransferase SETDB [EC:2.1.1.43]	0
K11420	EHMT; euchromatic histone-lysine N-methyltransferase [EC:2.1.1.43]	0
K11427	DOT1L, DOT1; histone-lysine N-methyltransferase, H3 lysine-79 specific [EC:2.1.1.43]	0
K11425	NSD3, WHSC1L1; histone-lysine N-methyltransferase NSD3 [EC:2.1.1.43]	0
K11424	NSD1_2; histone-lysine N-methyltransferase NSD1/2 [EC:2.1.1.43]	0
K11429	SUV420H; histone-lysine N-methyltransferase SUV420H [EC:2.1.1.43]	0
K11428	SETD8; histone-lysine N-methyltransferase SETD8 [EC:2.1.1.43]	0
K11431	SETD7; histone-lysine N-methyltransferase SETD7 [EC:2.1.1.43]	0
K00149	ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	0
K11433	SETMAR; histone-lysine N-methyltransferase SETMAR [EC:2.1.1.43]	0
K01692	E4.2.1.17, paaG; enoyl-CoA hydratase [EC:4.2.1.17]	0
K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]	0
K00824	dat; D-alanine transaminase [EC:2.6.1.21]	0
K01844	E5.4.3.3; beta-lysine 5,6-aminomutase [EC:5.4.3.3]	0
K01843	E5.4.3.2, kamA; lysine 2,3-aminomutase [EC:5.4.3.2]	0
K00143	LYS2; L-aminoadipate-semialdehyde dehydrogenase [EC:1.2.1.31]	0
K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	0
K00471	E1.14.11.1; gamma-butyrobetaine dioxygenase [EC:1.14.11.1]	0
K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	0
K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	0
K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	0
K00292	E1.5.1.9; saccharopine dehydrogenase (NAD+, L-glutamate forming) [EC:1.5.1.9]	0
K00293	E1.5.1.10; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]	0
K00290	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	0
K00291	E1.5.1.8; saccharopine dehydrogenase (NADP+, L-lysine forming) [EC:1.5.1.8]	0
K00128	E1.2.1.3; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
K13645	PLOD2; procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [EC:1.14.11.4]	0
K00474	E1.14.11.8; trimethyllysine dioxygenase [EC:1.14.11.8]	0
K01782	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	0
K14157	AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]	0
K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.99.7]	0
K07511	ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]	0
K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]	0
K07515	HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]	0
K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	0
K00841	patA; aminotransferase [EC:2.6.1.-]	0
K05822	E2.3.1.89; tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	0
K05823	E3.5.1.47; N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	0
K01586	lysA; diaminopimelate decarboxylase [EC:4.1.1.20]	0
K05826	lysW; lysine biosynthesis protein LysW	0
K14267	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	0
K05824	E1.1.1.87; homoisocitrate dehydrogenase [EC:1.1.1.87]	0
K05825	LYSN; 2-aminoadipate transaminase [EC:2.6.1.-]	0
K01705	E4.2.1.36; homoaconitate hydratase [EC:4.2.1.36]	0
K05831	argE1; acetyl-lysine deacetylase [EC:3.5.1.-]	0
K00838	ARO8; aromatic amino acid aminotransferase I [EC:2.6.1.57 2.6.1.27 2.6.1.5]	0
K00930	argB; acetylglutamate/acetylaminoadipate kinase [EC:2.7.2.8 2.7.2.-]	0
K00133	E1.2.1.11, asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	0
K12526	lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]	0
K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]	0
K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	0
K10206	E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]	0
K00143	LYS2; L-aminoadipate-semialdehyde dehydrogenase [EC:1.2.1.31]	0
K01439	dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	0
K05830	lysJ; acetylornithine/acetyl-lysine aminotransferase [EC:2.6.1.11 2.6.1.-]	0
K01778	dapF; diaminopimelate epimerase [EC:5.1.1.7]	0
K01928	E6.3.2.13, murE; UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	0
K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	0
K00928	E2.7.2.4, lysC; aspartate kinase [EC:2.7.2.4]	0
K01655	E2.3.3.14; homocitrate synthase [EC:2.3.3.14]	0
K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]	0
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	0
K00145	argC; N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase [EC:1.2.1.38 1.2.1.-]	0
K01929	murF; UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase [EC:6.3.2.10]	0
K00674	dapD; 2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC:2.3.1.117]	0
K00293	E1.5.1.10; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]	0
K00290	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	0
K00291	E1.5.1.8; saccharopine dehydrogenase (NADP+, L-lysine forming) [EC:1.5.1.8]	0
K03918	lat; L-lysine 6-transaminase [EC:2.6.1.36]	0
K03340	E1.4.1.16; diaminopimelate dehydrogenase [EC:1.4.1.16]	0
K00215	dapB; dihydrodipicolinate reductase [EC:1.3.1.26]	0
K14157	AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]	0
K01714	dapA; dihydrodipicolinate synthase [EC:4.2.1.52]	0
K05827	lysX; lysine biosynthesis protein LysX	0
K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]	0
K10219	ligC; 4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.45]	0
K01801	E5.2.1.4; maleylpyruvate isomerase [EC:5.2.1.4]	0
K01668	E4.1.99.2; tyrosine phenol-lyase [EC:4.1.99.2]	0
K13980	ADH4; alcohol dehydrogenase 4 [EC:1.1.1.1]	0
K00811	E2.6.1.1; aspartate aminotransferase [EC:2.6.1.1]	0
K00812	E2.6.1.1A, aspB; aspartate aminotransferase [EC:2.6.1.1]	0
K00813	E2.6.1.1B, aspC; aspartate aminotransferase [EC:2.6.1.1]	0
K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	0
K00815	TAT; tyrosine aminotransferase [EC:2.6.1.5]	0
K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	0
K00483	E1.14.13.3L, hpaB; 4-hydroxyphenylacetate-3-hydroxylase large chain [EC:1.14.13.3]	0
K00838	ARO8; aromatic amino acid aminotransferase I [EC:2.6.1.57 2.6.1.27 2.6.1.5]	0
K00484	E1.14.13.3S, hpaC; 4-hydroxyphenylacetate-3-hydroxylase small chain [EC:1.14.13.3]	0
K00151	E1.2.1.60, hpaE; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]	0
K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	0
K00135	E1.2.1.16, gabD; succinate-semialdehyde dehydrogenase (NADP+) [EC:1.2.1.16]	0
K14455	GOT2; aspartate aminotransferase, mitchondrial [EC:2.6.1.1]	0
K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]	0
K00157	E1.2.3.1, AOX1; aldehyde oxidase [EC:1.2.3.1]	0
K00129	E1.2.1.5; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	0
K00055	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]	0
K07253	MIF; phenylpyruvate tautomerase [EC:5.3.2.1]	0
K00545	COMT; catechol O-methyltransferase [EC:2.1.1.6]	0
K01557	E3.7.1.5; acylpyruvate hydrolase [EC:3.7.1.5]	0
K01555	E3.7.1.2, FAH; fumarylacetoacetase [EC:3.7.1.2]	0
K00503	DBH; dopamine beta-monooxygenase [EC:1.14.17.1]	0
K00501	TH; tyrosine 3-monooxygenase [EC:1.14.16.2]	0
K00506	TYRP1; tyrosinase-related protein 1 [EC:1.14.18.-]	0
K00468	E1.13.12.-;	0
K00505	E1.14.18.1; tyrosinase [EC:1.14.18.1]	0
K01826	E5.3.3.10, hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]	0
K03334	IL4I1; L-amino-acid oxidase [EC:1.4.3.2]	0
K02510	hpaI; 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase [EC:4.1.2.-]	0
K11358	yhdR; aspartate aminotransferase [EC:2.6.1.1]	0
K01592	E4.1.1.25; tyrosine decarboxylase [EC:4.1.1.25]	0
K01593	E4.1.1.28, DDC; aromatic-L-amino-acid decarboxylase [EC:4.1.1.28]	0
K00680	E2.3.1.-;	0
K13951	ADH1_7; alcohol dehydrogenase 1/7 [EC:1.1.1.1]	0
K13953	adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	0
K13952	ADH6; alcohol dehydrogenase 6 [EC:1.1.1.1]	0
K13954	yiaY; alcohol dehydrogenase [EC:1.1.1.1]	0
K00274	E1.4.3.4; monoamine oxidase [EC:1.4.3.4]	0
K00276	E1.4.3.21, AOC2, AOC3, tynA; primary-amine oxidase [EC:1.4.3.21]	0
K00422	E1.10.3.1; polyphenol oxidase [EC:1.10.3.1]	0
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	0
K01614	E4.1.1.68; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase [EC:4.1.1.68]	0
K01800	E5.2.1.2, maiA; maleylacetoacetate isomerase [EC:5.2.1.2]	0
K01827	E5.3.3.12, DCT; dopachrome tautomerase [EC:5.3.3.12]	0
K05921	hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]	0
K00450	E1.13.11.4; gentisate 1,2-dioxygenase [EC:1.13.11.4]	0
K00451	E1.13.11.5, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]	0
K05821	ARO9; aromatic amino acid aminotransferase II [EC:2.6.1.58 2.6.1.28]	0
K00455	E1.13.11.15, hpaD; 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]	0
K00553	E2.1.1.28, PNMT; phenylethanolamine N-methyltransferase [EC:2.1.1.28]	0
K00457	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	0
K00599	E2.1.1.-;	0
K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	0
K00431	TPO; thyroid peroxidase [EC:1.11.1.8]	0
K13371	aauA; aralkylamine dehydrogenase light chain [EC:1.4.99.4]	0
K13372	aauB; aralkylamine dehydrogenase heavy chain [EC:1.4.99.4]	0
