COGID	Function	Gene Count
COG0775	Nucleoside phosphorylase	0
COG4266	Allantoicase	0
COG0105	Nucleoside diphosphate kinase	0
COG0104	Adenylosuccinate synthase	0
COG2019	Archaeal adenylate kinase	0
COG1816	Adenosine deaminase	0
COG0461	Orotate phosphoribosyltransferase	0
COG1428	Deoxynucleoside kinases	0
COG1351	Predicted alternative thymidylate synthase	0
COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	0
COG1102	Cytidylate kinase	0
COG0504	CTP synthase (UTP-ammonia lyase)	0
COG0503	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins	0
COG0813	Purine-nucleoside phosphorylase	0
COG1864	DNA/RNA endonuclease G, NUC1	0
COG4290	Guanyl-specific ribonuclease Sa	0
COG1457	Purine-cytosine permease and related proteins	0
COG1023	Predicted 6-phosphogluconate dehydrogenase	0
COG0126	3-phosphoglycerate kinase	0
COG0120	Ribose 5-phosphate isomerase	0
COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	0
COG1486	Alpha-galactosidases/6-phospho-beta-glucosidases, family 4 of glycosyl hydrolases	0
COG3732	Phosphotransferase system sorbitol-specific component IIBC	0
COG3010	Putative N-acetylmannosamine-6-phosphate epimerase	0
COG2893	Phosphotransferase system, mannose/fructose-specific component IIA	0
COG2301	Citrate lyase beta subunit	0
COG3325	Chitinase	0
COG3281	Uncharacterized protein, probably involved in trehalose biosynthesis	0
COG3280	Maltooligosyl trehalose synthase	0
COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase	0
COG3537	Putative alpha-1,2-mannosidase	0
COG4209	ABC-type polysaccharide transport system, permease component	0
COG2133	Glucose/sorbosone dehydrogenases	0
COG3717	5-keto 4-deoxyuronate isomerase	0
COG2211	Na+/melibiose symporter and related transporters	0
COG3715	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC	0
COG0524	Sugar kinases, ribokinase family	0
COG1874	Beta-galactosidase	0
COG1501	Alpha-glucosidases, family 31 of glycosyl hydrolases	0
COG1877	Trehalose-6-phosphatase	0
COG3588	Fructose-1,6-bisphosphate aldolase	0
COG4282	Protein involved in beta-1,3-glucan synthesis	0
COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	0
COG1879	ABC-type sugar transport system, periplasmic component	0
COG4806	L-rhamnose isomerase	0
COG0448	ADP-glucose pyrophosphorylase	0
COG0726	Predicted xylanase/chitin deacetylase	0
COG3408	Glycogen debranching enzyme	0
COG1482	Phosphomannose isomerase	0
COG4632	Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	0
COG3867	Arabinogalactan endo-1,4-beta-galactosidase	0
COG1129	ABC-type sugar transport system, ATPase component	0
COG0033	Phosphoglucomutase	0
COG3958	Transketolase, C-terminal subunit	0
COG2182	Maltose-binding periplasmic proteins/domains	0
COG3839	ABC-type sugar transport systems, ATPase components	5
COG0036	Pentose-5-phosphate-3-epimerase	0
COG3855	Uncharacterized protein conserved in bacteria	0
COG3444	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	0
COG0205	6-phosphofructokinase	0
COG4284	UDP-glucose pyrophosphorylase	0
COG3429	Glucose-6-P dehydrogenase subunit	0
COG3622	Hydroxypyruvate isomerase	0
COG4130	Predicted sugar epimerase	0
COG2190	Phosphotransferase system IIA components	0
COG0738	Fucose permease	0
COG3925	N-terminal domain of the phosphotransferase system fructose-specific component IIB	0
COG1554	Trehalose and maltose hydrolases (possible phosphorylases)	0
COG4975	Putative glucose uptake permease	0
COG0380	Trehalose-6-phosphate synthase	0
COG0383	Alpha-mannosidase	0
COG1080	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	0
COG1653	ABC-type sugar transport system, periplasmic component	0
COG0021	Transketolase	0
COG1494	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase and related proteins	0
COG4813	Trehalose utilization protein	0
COG0149	Triosephosphate isomerase	0
COG0148	Enolase	0
COG4305	Endoglucanase C-terminal domain/subunit and related proteins	0
COG3345	Alpha-galactosidase	0
COG4677	Pectin methylesterase	0
COG3731	Phosphotransferase system sorbitol-specific component IIA	0
COG3730	Phosphotransferase system sorbitol-specific component IIC	0
COG2115	Xylose isomerase	0
COG3734	2-keto-3-deoxy-galactonokinase	0
COG3265	Gluconate kinase	0
COG2721	Altronate dehydratase	0
COG2723	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase	0
COG3534	Alpha-L-arabinofuranosidase	0
COG2407	L-fucose isomerase and related proteins	0
COG0469	Pyruvate kinase	0
COG0235	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	0
COG1523	Type II secretory pathway, pullulanase PulA and related glycosidases	0
COG3635	Predicted phosphoglycerate mutase, AP superfamily	0
COG1850	Ribulose 1,5-bisphosphate carboxylase, large subunit	0
COG5026	Hexokinase	0
COG1015	Phosphopentomutase	0
COG3623	Putative L-xylulose-5-phosphate 3-epimerase	0
COG3459	Cellobiose phosphorylase	0
COG0153	Galactokinase	0
COG3684	Tagatose-1,6-bisphosphate aldolase	0
COG1312	D-mannonate dehydratase	0
COG0158	Fructose-1,6-bisphosphatase	0
COG4993	Glucose dehydrogenase	0
COG4668	Mannitol/fructose-specific phosphotransferase system, IIA domain	0
COG1904	Glucuronate isomerase	0
COG2160	L-arabinose isomerase	0
COG3525	N-acetyl-beta-hexosaminidase	0
COG1980	Archaeal fructose 1,6-bisphosphatase	0
COG3716	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID	0
COG1820	N-acetylglucosamine-6-phosphate deacetylase	0
COG4154	Fucose dissimilation pathway protein FucU	0
COG4213	ABC-type xylose transport system, periplasmic component	0
COG2730	Endoglucanase	0
COG2731	Beta-galactosidase, beta subunit	0
COG1175	ABC-type sugar transport systems, permease components	0
COG4692	Predicted neuraminidase (sialidase)	0
COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	0
COG1264	Phosphotransferase system IIB components	0
COG0246	Mannitol-1-phosphate/altronate dehydrogenases	0
COG1263	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	0
COG3594	Fucose 4-O-acetylase and related acetyltransferases	0
COG4409	Neuraminidase (sialidase)	0
COG3957	Phosphoketolase	0
COG0166	Glucose-6-phosphate isomerase	5
COG3959	Transketolase, N-terminal subunit	0
COG3693	Beta-1,4-xylanase	0
COG0647	Predicted sugar phosphatases of the HAD superfamily	0
COG3414	Phosphotransferase system, galactitol-specific IIB component	0
COG0395	ABC-type sugar transport system, permease component	0
COG2074	2-phosphoglycerate kinase	0
COG0191	Fructose/tagatose bisphosphate aldolase	0
COG5297	Cellobiohydrolase A (1,4-beta-cellobiosidase A)	0
COG2342	Predicted extracellular endo alpha-1,4 polygalactosaminidase or related polysaccharide hydrolase	0
COG0296	1,4-alpha-glucan branching enzyme	0
COG3833	ABC-type maltose transport systems, permease component	0
COG2971	Predicted N-acetylglucosamine kinase	0
COG1830	DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes	0
COG4211	ABC-type glucose/galactose transport system, permease component	0
COG5020	Mannosyltransferase	0
COG4124	Beta-mannanase	0
COG0406	Fructose-2,6-bisphosphatase	0
COG0676	Uncharacterized enzymes related to aldose 1-epimerase	0
COG3250	Beta-galactosidase/beta-glucuronidase	0
COG1925	Phosphotransferase system, HPr-related proteins	0
COG0837	Glucokinase	0
COG4573	Predicted tagatose 6-phosphate kinase	0
COG0176	Transaldolase	0
COG1070	Sugar (pentulose and hexulose) kinases	0
COG2213	Phosphotransferase system, mannitol-specific IIBC component	0
COG1929	Glycerate kinase	0
COG2513	PEP phosphonomutase and related enzymes	0
COG4724	Endo-beta-N-acetylglucosaminidase D	0
COG1803	Methylglyoxal synthase	0
COG4421	Capsular polysaccharide biosynthesis protein	0
COG3469	Chitinase	0
COG0483	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family	0
COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	0
COG0362	6-phosphogluconate dehydrogenase	0
COG1472	Beta-glucosidase-related glycosidases	0
COG3664	Beta-xylosidase	0
COG0366	Glycosidases	0
COG3661	Alpha-glucuronidase	0
COG0364	Glucose-6-phosphate 1-dehydrogenase	0
COG3507	Beta-xylosidase	0
COG3669	Alpha-L-fucosidase	0
COG2942	N-acyl-D-glucosamine 2-epimerase	0
COG0662	Mannose-6-phosphate isomerase	0
COG0279	Phosphoheptose isomerase	0
COG1363	Cellulase M and related proteins	0
COG3836	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	0
COG3386	Gluconolactonase	0
COG3387	Glucoamylase and related glycosyl hydrolases	0
COG3718	Uncharacterized enzyme involved in inositol metabolism	0
COG1082	Sugar phosphate isomerases/epimerases	0
COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	0
COG2152	Predicted glycosylase	0
COG3775	Phosphotransferase system, galactitol-specific IIC component	0
COG0061	Predicted sugar kinase	0
COG0063	Predicted sugar kinase	0
COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	0
COG4193	Beta- N-acetylglucosaminidase	0
COG4833	Predicted glycosyl hydrolase	0
COG3936	Protein involved in polysaccharide intercellular adhesin (PIA) synthesis/biofilm formation	0
COG3934	Endo-beta-mannanase	0
COG4468	Galactose-1-phosphate uridyltransferase	0
COG2706	3-carboxymuconate cyclase	0
COG2017	Galactose mutarotase and related enzymes	0
COG1449	Alpha-amylase/alpha-mannosidase	0
COG4101	Predicted mannose-6-phosphate isomerase	0
COG2814	Arabinose efflux permease	0
COG1445	Phosphotransferase system fructose-specific component IIB	0
COG1640	4-alpha-glucanotransferase	0
COG1447	Phosphotransferase system cellobiose-specific component IIA	0
COG4580	Maltoporin (phage lambda and maltose receptor)	0
COG2956	Predicted N-acetylglucosaminyl transferase	0
COG1440	Phosphotransferase system cellobiose-specific component IIB	0
COG1626	Neutral trehalase	0
COG1621	Beta-fructosidases (levanase/invertase)	0
COG4945	Membrane-anchored protein predicted to be involved in regulation of amylopullulanase	0
COG0698	Ribose 5-phosphate isomerase RpiB	0
COG0696	Phosphoglyceromutase	0
COG2376	Dihydroxyacetone kinase	0
COG1105	Fructose-1-phosphate kinase and related fructose-6-phosphate kinase (PfkB)	0
COG3001	Fructosamine-3-kinase	0
COG5309	Exo-beta-1,3-glucanase	0
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	0
COG0058	Glucan phosphorylase	0
COG4809	Archaeal ADP-dependent phosphofructokinase/glucokinase	0
COG0297	Glycogen synthase	0
COG1109	Phosphomannomutase	0
COG2379	Putative glycerate kinase	0
COG0580	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)	0
COG3866	Pectate lyase	0
COG4214	ABC-type xylose transport system, permease component	0
COG2273	Beta-glucanase/Beta-glucan synthetase	0
COG1299	Phosphotransferase system, fructose-specific IIC component	0
COG2271	Sugar phosphate permease	0
COG0588	Phosphoglycerate mutase 1	0
COG3405	Endoglucanase Y	0
COG4678	Muramidase (phage lambda lysozyme)	0
COG4354	Predicted bile acid beta-glucosidase	0
COG0269	3-hexulose-6-phosphate synthase and related proteins	0
COG1869	ABC-type ribose transport system, auxiliary component	0
COG1455	Phosphotransferase system cellobiose-specific component IIC	0
COG1348	Nitrogenase subunit NifH (ATPase)	0
COG4773	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid	0
COG0753	Catalase	0
COG2906	Bacterioferritin-associated ferredoxin	0
COG0288	Carbonic anhydrase	0
COG0605	Superoxide dismutase	0
COG0607	Rhodanese-related sulfurtransferase	0
COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	0
COG2032	Cu/Zn superoxide dismutase	0
COG4525	ABC-type taurine transport system, ATPase component	0
COG0803	ABC-type metal ion transport system, periplasmic component/surface adhesin	0
COG5036	SPX domain-containing protein involved in vacuolar polyphosphate accumulation	0
COG2111	Multisubunit Na+/H+ antiporter, MnhB subunit	0
COG4521	ABC-type taurine transport system, periplasmic component	0
COG0609	ABC-type Fe3+-siderophore transport system, permease component	0
COG1226	Kef-type K+ transport systems, predicted NAD-binding component	0
COG3158	K+ transporter	0
COG4208	ABC-type sulfate transport system, permease component	0
COG4651	Kef-type K+ transport system, predicted NAD-binding component	0
COG4536	Putative Mg2+ and Co2+ transporter CorB	0
COG0598	Mg2+ and Co2+ transporters	0
COG4149	ABC-type molybdate transport system, permease component	0
COG2703	Hemerythrin	0
COG2382	Enterochelin esterase and related enzymes	0
COG2837	Predicted iron-dependent peroxidase	0
COG1121	ABC-type Mn/Zn transport systems, ATPase component	0
COG2608	Copper chaperone	0
COG1230	Co/Zn/Cd efflux system component	0
COG0529	Adenylylsulfate kinase and related kinases	0
COG0038	Chloride channel protein EriC	0
COG3142	Uncharacterized protein involved in copper resistance	0
COG3853	Uncharacterized protein involved in tellurite resistance	0
COG4531	ABC-type Zn2+ transport system, periplasmic component/surface adhesin	0
COG1122	ABC-type cobalt transport system, ATPase component	0
COG1965	Protein implicated in iron transport, frataxin homolog	0
COG3540	Phosphodiesterase/alkaline phosphatase D	0
COG3546	Mn-containing catalase	0
COG3709	Uncharacterized component of phosphonate metabolism	0
COG3213	Uncharacterized protein involved in response to NO	0
COG3703	Uncharacterized protein involved in cation transport	0
COG1840	ABC-type Fe3+ transport system, periplasmic component	0
COG2822	Predicted periplasmic lipoprotein involved in iron transport	0
COG1135	ABC-type metal ion transport system, ATPase component	0
COG3627	Uncharacterized enzyme of phosphonate metabolism	0
COG3626	Uncharacterized enzyme of phosphonate metabolism	0
COG2824	Uncharacterized Zn-ribbon-containing protein involved in phosphonate metabolism	0
COG3624	Uncharacterized enzyme of phosphonate metabolism	0
COG0735	Fe2+/Zn2+ uptake regulation proteins	0
COG0530	Ca2+/Na+ antiporter	0
COG1006	Multisubunit Na+/H+ antiporter, MnhC subunit	0
COG1553	Uncharacterized conserved protein involved in intracellular sulfur reduction	0
COG0306	Phosphate/sulphate permeases	0
COG3131	Periplasmic glucans biosynthesis protein	0
COG3067	Na+/H+ antiporter	0
COG0387	Ca2+/H+ antiporter	0
COG1324	Uncharacterized protein involved in tolerance to divalent cations	0
COG5398	Heme oxygenase	0
COG1320	Multisubunit Na+/H+ antiporter, MnhG subunit	0
COG0025	NhaP-type Na+/H+ and K+/H+ antiporters	0
COG4778	ABC-type phosphonate transport system, ATPase component	0
COG4779	ABC-type enterobactin transport system, permease component	0
COG4300	Predicted permease, cadmium resistance protein	0
COG1918	Fe2+ transport system protein A	0
COG2116	Formate/nitrite family of transporters	0
COG4771	Outer membrane receptor for ferrienterochelin and colicins	0
COG4772	Outer membrane receptor for Fe3+-dicitrate	0
COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	0
COG4774	Outer membrane receptor for monomeric catechols	0
COG0861	Membrane protein TerC, possibly involved in tellurium resistance	0
COG2059	Chromate transport protein ChrA	0
COG1910	Periplasmic molybdate-binding protein/domain	0
COG3638	ABC-type phosphate/phosphonate transport system, ATPase component	0
COG3639	ABC-type phosphate/phosphonate transport system, permease component	0
COG1528	Ferritin-like protein	0
COG4148	ABC-type molybdate transport system, ATPase component	0
COG1858	Cytochrome c peroxidase	0
COG4985	ABC-type phosphate transport system, auxiliary component	0
COG4606	ABC-type enterochelin transport system, permease component	0
COG5065	Protein involved in inorganic phosphate transport	0
COG0704	Phosphate uptake regulator	0
COG0155	Sulfite reductase, beta subunit (hemoprotein)	0
COG0659	Sulfate permease and related transporters (MFS superfamily)	0
COG0428	Predicted divalent heavy-metal cations transporter	0
COG4256	Hemin uptake protein	0
COG0783	DNA-binding ferritin-like protein (oxidative damage protectant)	0
COG3721	Putative heme iron utilization protein	0
COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	0
COG4986	ABC-type anion transport system, duplicated permease component	0
COG1393	Arsenate reductase and related proteins, glutaredoxin family	0
COG1392	Phosphate transport regulator (distant homolog of PhoU)	0
COG4558	ABC-type hemin transport system, periplasmic component	0
COG4559	ABC-type hemin transport system, ATPase component	0
COG3376	High-affinity nickel permease	0
COG3615	Uncharacterized protein/domain, possibly involved in tellurite resistance	0
COG0855	Polyphosphate kinase	0
COG4097	Predicted ferric reductase	0
COG2375	Siderophore-interacting protein	0
COG2967	Uncharacterized protein affecting Mg2+/Co2+ transport	0
COG3625	Uncharacterized enzyme of phosphonate metabolism	0
COG4150	ABC-type sulfate transport system, periplasmic component	0
COG0226	ABC-type phosphate transport system, periplasmic component	0
COG1824	Permease, similar to cation transporters	0
COG0003	Oxyanion-translocating ATPase	0
COG3720	Putative heme degradation protein	0
COG0004	Ammonia permease	0
COG1178	ABC-type Fe3+ transport system, permease component	0
COG0715	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components	0
COG2223	Nitrate/nitrite transporter	0
COG3119	Arylsulfatase A and related enzymes	0
COG0168	Trk-type K+ transport systems, membrane components	0
COG0798	Arsenite efflux pump ACR3 and related permeases	0
COG3696	Putative silver efflux pump	0
COG2193	Bacterioferritin (cytochrome b1)	0
COG0490	Putative regulatory, ligand-binding protein related to C-terminal domains of K+ channels	0
COG3197	Uncharacterized protein, possibly involved in nitrogen fixation	0
COG2072	Predicted flavoprotein involved in K+ transport	0
COG2076	Membrane transporters of cations and cationic drugs	0
COG1930	ABC-type cobalt transport system, periplasmic component	0
COG0310	ABC-type Co2+ transport system, permease component	0
COG1464	ABC-type metal ion transport system, periplasmic component/surface antigen	0
COG3793	Tellurite resistance protein	0
COG3454	Metal-dependent hydrolase involved in phosphonate metabolism	0
COG1785	Alkaline phosphatase	0
COG4107	ABC-type phosphonate transport system, ATPase component	0
COG0569	K+ transport systems, NAD-binding component	0
COG0672	High-affinity Fe2+/Pb2+ permease	0
COG1276	Putative copper export protein	0
COG2046	ATP sulfurylase (sulfate adenylyltransferase)	0
COG1275	Tellurite resistance protein and related permeases	0
COG2168	Uncharacterized conserved protein involved in oxidation of intracellular sulfur	0
COG3256	Nitric oxide reductase large subunit	0
COG3746	Phosphate-selective porin	0
COG2217	Cation transport ATPase	0
COG2216	High-affinity K+ transport system, ATPase chain B	0
COG2897	Rhodanese-related sulfurtransferase	0
COG2895	GTPases - Sulfate adenylate transferase subunit 1	0
COG2212	Multisubunit Na+/H+ antiporter, MnhF subunit	0
COG4535	Putative Mg2+ and Co2+ transporter CorC	0
COG3062	Uncharacterized protein involved in formation of periplasmic nitrate reductase	0
COG4604	ABC-type enterochelin transport system, ATPase component	0
COG4605	ABC-type enterochelin transport system, permease component	0
COG2060	K+-transporting ATPase, A chain	0
COG4607	ABC-type enterochelin transport system, periplasmic component	0
COG3667	Uncharacterized protein involved in copper resistance	0
COG3965	Predicted Co/Zn/Cd cation transporters	0
COG0369	Sulfite reductase, alpha subunit (flavoprotein)	0
COG0471	Di- and tricarboxylate transporters	0
COG0475	Kef-type K+ transport systems, membrane components	0
COG0474	Cation transport ATPase	0
COG0573	ABC-type phosphate transport system, permease component	0
COG2923	Uncharacterized protein involved in the oxidation of intracellular sulfur	0
COG2920	Dissimilatory sulfite reductase (desulfoviridin), gamma subunit	0
COG1117	ABC-type phosphate transport system, ATPase component	0
COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	0
COG2156	K+-transporting ATPase, c chain	0
COG1613	ABC-type sulfate transport system, periplasmic component	0
COG1119	ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA	0
COG1118	ABC-type sulfate/molybdate transport systems, ATPase component	0
COG3470	Uncharacterized protein probably involved in high-affinity Fe2+ transport	0
COG1283	Na+/phosphate symporter	0
COG0725	ABC-type molybdate transport system, periplasmic component	0
COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component	0
COG3420	Nitrous oxidase accessory protein	0
COG3301	Formate-dependent nitrite reductase, membrane component	0
COG2011	ABC-type metal ion transport system, permease component	0
COG3303	Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit	0
COG0370	Fe2+ transport system protein B	0
COG1563	Predicted subunit of the Multisubunit Na+/H+ antiporter	0
COG0376	Catalase (peroxidase I)	0
COG4100	Cystathionine beta-lyase family protein involved in aluminum resistance	0
COG1055	Na+/H+ antiporter NhaD and related arsenite permeases	0
COG5266	ABC-type Co2+ transport system, periplasmic component	0
COG1629	Outer membrane receptor proteins, mostly Fe transport	0
COG0748	Putative heme iron utilization protein	0
COG0053	Predicted Co/Zn/Cd cation transporters	0
COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	0
COG1218	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	0
COG3004	Na+/H+ antiporter	0
COG1108	ABC-type Mn2+/Zn2+ transport systems, permease components	0
COG3338	Carbonic anhydrase	0
COG0619	ABC-type cobalt transport system, permease component CbiQ and related transporters	0
COG5456	Predicted integral membrane protein linked to a cation pump	0
COG3230	Heme oxygenase	0
COG0581	ABC-type phosphate transport system, permease component	0
COG3487	Uncharacterized iron-regulated protein	0
COG4548	Nitric oxide reductase activation protein	0
COG4454	Uncharacterized copper-binding protein	0
COG1513	Cyanate lyase	0
COG3263	NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain	0
COG1863	Multisubunit Na+/H+ antiporter, MnhE subunit	0
COG2807	Cyanate permease	0
COG4592	ABC-type Fe2+-enterobactin transport system, periplasmic component	0
COG4594	ABC-type Fe3+-citrate transport system, periplasmic component	0
COG4693	Oxidoreductase (NAD-binding), involved in siderophore biosynthesis	0
COG1021	Peptide arylation enzymes	0
COG1020	Non-ribosomal peptide synthetase modules and related proteins	0
COG3971	2-keto-4-pentenoate hydratase	0
COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	0
COG3917	2-hydroxychromene-2-carboxylate isomerase	0
COG4308	Limonene-1,2-epoxide hydrolase	0
COG1228	Imidazolonepropionase and related amidohydrolases	0
COG3320	Putative dehydrogenase domain of multifunctional non-ribosomal peptide synthetases and related enzymes	0
COG3321	Polyketide synthase modules and related proteins	0
COG4181	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component	0
COG3135	Uncharacterized protein involved in benzoate metabolism	0
COG0412	Dienelactone hydrolase and related enzymes	0
COG4910	Propanediol dehydratase, small subunit	0
COG4264	Siderophore synthetase component	0
COG4569	Acetaldehyde dehydrogenase (acetylating)	0
COG2368	Aromatic ring hydroxylase	0
COG3509	Poly(3-hydroxybutyrate) depolymerase	0
COG2761	Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis	0
COG2132	Putative multicopper oxidases	0
COG2050	Uncharacterized protein, possibly involved in aromatic compounds catabolism	0
COG3208	Predicted thioesterase involved in non-ribosomal peptide biosynthesis	0
COG3733	Cu2+-containing amine oxidase	0
COG3479	Phenolic acid decarboxylase	0
COG3155	Uncharacterized protein involved in an early stage of isoprenoid biosynthesis	0
COG2175	Probable taurine catabolism dioxygenase	0
COG2015	Alkyl sulfatase and related hydrolases	0
COG5554	Nitrogen fixation protein	0
COG1463	ABC-type transport system involved in resistance to organic solvents, periplasmic component	0
COG3882	Predicted enzyme involved in methoxymalonyl-ACP biosynthesis	0
COG4647	Acetone carboxylase, gamma subunit	0
COG3670	Lignostilbene-alpha,beta-dioxygenase and related enzymes	0
COG2977	Phosphopantetheinyl transferase component of siderophore synthetase	0
COG3435	Gentisate 1,2-dioxygenase	0
COG3433	Aryl carrier domain	0
COG3458	Acetyl esterase (deacetylase)	0
COG5517	Small subunit of phenylpropionate dioxygenase	0
COG1233	Phytoene dehydrogenase and related proteins	0
COG5285	Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin	0
COG3473	Maleate cis-trans isomerase	0
COG4689	Acetoacetate decarboxylase	0
COG2854	ABC-type transport system involved in resistance to organic solvents, auxiliary component	0
COG2931	RTX toxins and related Ca2+-binding proteins	0
COG4542	Protein involved in propanediol utilization, and related proteins (includes coumermycin biosynthetic protein), possible kinase	0
COG2313	Uncharacterized enzyme involved in pigment biosynthesis	0
COG4829	Muconolactone delta-isomerase	0
COG4909	Propanediol dehydratase, large subunit	0
COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	0
COG0767	ABC-type transport system involved in resistance to organic solvents, permease component	0
COG1127	ABC-type transport system involved in resistance to organic solvents, ATPase component	0
COG1335	Amidases related to nicotinamidase	0
COG3805	Aromatic ring-cleaving dioxygenase	0
COG3460	Uncharacterized enzyme of phenylacetate metabolism	0
COG3319	Thioesterase domains of type I polyketide synthases or non-ribosomal peptide synthetases	0
COG2124	Cytochrome P450	0
COG3207	Pyoverdine/dityrosine biosynthesis protein	0
COG4869	Propanediol utilization protein	0
COG2162	Arylamine N-acetyltransferase	0
COG3485	Protocatechuate 3,4-dioxygenase beta subunit	0
COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	0
COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	0
COG3315	O-Methyltransferase involved in polyketide biosynthesis	0
COG3653	N-acyl-D-aspartate/D-glutamate deacylase	0
COG3527	Alpha-acetolactate decarboxylase	0
COG3424	Predicted naringenin-chalcone synthase	0
COG3508	Homogentisate 1,2-dioxygenase	0
COG3486	Lysine/ornithine N-monooxygenase	0
COG1535	Isochorismate hydrolase	0
COG3648	Uricase (urate oxidase)	0
COG4664	TRAP-type mannitol/chloroaromatic compound transport system, large permease component	0
COG5310	Homospermidine synthase	0
COG5072	Serine/threonine kinase of the haspin family	0
COG4118	Antitoxin of toxin-antitoxin stability system	0
COG0455	ATPases involved in chromosome partitioning	0
COG1196	Chromosome segregation ATPases	0
COG2846	Regulator of cell morphogenesis and NO signaling	0
COG1192	ATPases involved in chromosome partitioning	0
COG4839	Protein required for the initiation of cell division	0
COG3115	Cell division protein	0
COG5404	SOS-response cell division inhibitor, blocks FtsZ ring formation	0
COG1674	DNA segregation ATPase FtsK/SpoIIIE and related proteins	0
COG3116	Cell division protein	0
COG2884	Predicted ATPase involved in cell division	0
COG0772	Bacterial cell division membrane protein	0
COG0849	Actin-like ATPase involved in cell division	0
COG3599	Cell division initiation protein	0
COG5024	Cyclin	0
COG5537	Cohesin	0
COG5279	Uncharacterized protein involved in cytokinesis, contains TGc (transglutaminase/protease-like) domain	0
COG2177	Cell division protein	0
COG2917	Intracellular septation protein A	0
COG0239	Integral membrane protein possibly involved in chromosome condensation	0
COG3095	Uncharacterized protein involved in chromosome partitioning	0
COG2385	Sporulation protein and related proteins	0
COG2919	Septum formation initiator	0
COG4942	Membrane-bound metallopeptidase	0
COG5105	Mitotic inducer, protein phosphatase	0
COG4477	Negative regulator of septation ring formation	0
COG0445	NAD/FAD-utilizing enzyme apparently involved in cell division	0
COG3006	Uncharacterized protein involved in chromosome partitioning	0
COG5657	CAS/CSE protein involved in chromosome segregation	0
COG0424	Nucleotide-binding protein implicated in inhibition of septum formation	0
COG1077	Actin-like ATPase involved in cell morphogenesis	0
COG0037	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control	0
COG2184	Protein involved in cell division	0
COG2894	Septum formation inhibitor-activating ATPase	0
COG5244	Dynactin complex subunit involved in mitotic spindle partitioning in anaphase B	0
COG0489	ATPases involved in chromosome partitioning	0
COG0851	Septum formation topological specificity factor	0
COG0850	Septum formation inhibitor	0
COG2161	Antitoxin of toxin-antitoxin stability system	0
COG5185	Protein involved in chromosome segregation, interacts with SMC proteins	0
COG3640	CO dehydrogenase maturation factor	0
COG3096	Uncharacterized protein involved in chromosome partitioning	0
COG0206	Cell division GTPase	0
COG3087	Cell division protein	0
COG1360	Flagellar motor protein	0
COG5622	Protein required for attachment to host cells	0
COG1558	Flagellar basal body rod protein	0
COG1344	Flagellin and related hook-associated proteins	10
